chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2025-10-04,63,What's Goin On,Cardi B Featuring Lizzo,0,63,1
2025-10-04,64,Heart Of Stone,Jelly Roll,69,64,6
2025-10-04,65,ErrTime,Cardi B,0,65,1
2025-10-04,66,Imaginary Playerz,Cardi B,0,66,2
2025-10-04,67,Just Keep Watching,Tate McRae,55,33,17
2025-10-04,68,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",59,50,12
2025-10-04,69,Strategy,Twice,61,51,10
2025-10-04,70,Man Of Your Word,Cardi B Featuring Dougie F,0,70,1
2025-10-04,71,House Tour,Sabrina Carpenter,50,27,4
2025-10-04,72,Better Me For You (Brown Eyes),Max McNown,73,50,15
2025-10-04,73,Salute,Cardi B,0,73,1
2025-10-04,74,Last One To Know,Gavin Adcock,71,71,6
2025-10-04,75,The Subway,Chappell Roan,63,3,8
2025-10-04,76,wgft,Gunna Featuring Burna Boy,66,66,7
2025-10-04,77,Amen,Shaboozey & Jelly Roll,72,56,22
2025-10-04,78,Eternity,Alex Warren,75,16,10
2025-10-04,79,Don't Mind If I Do,Riley Green Featuring Ella Langley,76,69,8
2025-10-04,80,Marlboro Rojo,Fuerza Regida,78,64,19
2025-10-04,81,Shower Tears,Cardi B Featuring Summer Walker,0,81,1
2025-10-04,82,Nice To Meet You,Myles Smith,79,76,16
2025-10-04,83,Is It A Crime,Mariah the Scientist & Kali Uchis,81,59,7
2025-10-04,84,Shot Callin,YoungBoy Never Broke Again,90,84,2
2025-10-04,85,Better Than You,Cardi B Featuring Cash Cobain,0,85,1
2025-10-04,86,Sparks,Coldplay,85,77,11
2025-10-04,87,Sienna,The Marias,74,74,3
2025-10-04,88,Go Go Juice,Sabrina Carpenter,62,24,4
2025-10-04,89,Breakin' Dishes,Rihanna,86,86,2
2025-10-04,90,Holy Water,Marshmello x Jelly Roll,0,90,3
2025-10-04,91,20 Cigarettes,Morgan Wallen,82,20,19
2025-10-04,92,Principal,Cardi B Featuring Janet Jackson,0,92,1
2025-10-04,93,Camera,Ed Sheeran,58,58,2
2025-10-04,94,Sugar Talking,Sabrina Carpenter,67,20,4
2025-10-04,95,My Man On Willpower,Sabrina Carpenter,68,15,4
2025-10-04,96,Which One,Drake & Central Cee,99,23,9
2025-10-04,97,Goodbye,Sabrina Carpenter,70,33,4
2025-10-04,98,Darlin',Chase Matthew,0,98,1
2025-10-04,99,Went Legit,G Herbo,0,81,10
2025-10-04,100,What Did I Miss?,Drake,80,2,12
2025-10-11,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,1,15
2025-10-11,2,Ordinary,Alex Warren,2,1,34
2025-10-11,3,Tit For Tat,Tate McRae,0,3,1
2025-10-11,4,What I Want,Morgan Wallen Featuring Tate McRae,4,1,20
2025-10-11,5,Daisies,Justin Bieber,8,2,12
2025-10-11,6,Lose Control,Teddy Swims,7,1,111
2025-10-11,7,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",3,3,14
2025-10-11,8,I Got Better,Morgan Wallen,11,7,20
2025-10-11,9,Love Me Not,Ravyn Lenae,9,5,27
2025-10-11,10,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",5,4,15
2025-10-11,11,Mutt,Leon Thomas,12,11,35
2025-10-11,12,Man I Need,Olivia Dean,25,12,6
2025-10-11,13,Die With A Smile,Lady Gaga & Bruno Mars,10,1,59
2025-10-11,14,Manchild,Sabrina Carpenter,6,1,17
2025-10-11,15,Beautiful Things,Benson Boone,14,2,88
2025-10-11,16,A Bar Song (Tipsy),Shaboozey,15,1,77
2025-10-11,17,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",13,8,14
2025-10-11,18,Folded,Kehlani,22,18,16
2025-10-11,19,Just In Case,Morgan Wallen,18,2,28
2025-10-11,20,Pink Pony Club,Chappell Roan,19,4,68
2025-10-11,21,Undressed,sombr,16,16,26
2025-10-11,22,Back To Friends,sombr,23,22,27
2025-10-11,23,Good News,Shaboozey,20,12,45
2025-10-11,24,Tears,Sabrina Carpenter,17,3,5
2025-10-11,25,I'm The Problem,Morgan Wallen,24,2,35
2025-10-11,26,Mystical Magical,Benson Boone,27,17,23
2025-10-11,27,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",21,15,14
2025-10-11,28,Luther,Kendrick Lamar & SZA,28,1,45
2025-10-11,29,It Depends,Chris Brown Featuring Bryson Tiller,31,29,10
2025-10-11,30,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",29,21,14
2025-10-11,31,Free,"Rumi, JINU, EJAE & Andrew Choi",30,23,14
2025-10-11,32,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,33,32,15
2025-10-11,33,Yukon,Justin Bieber,35,17,12
2025-10-11,34,Burning Blue,Mariah the Scientist,34,25,22
2025-10-11,35,When Did You Get Hot?,Sabrina Carpenter,32,17,5
2025-10-11,36,Jealous Type,Doja Cat,57,28,6
2025-10-11,37,All The Way,BigXthaPlug Featuring Bailey Zimmerman,36,4,26
2025-10-11,38,Back In The Saddle,Luke Combs,54,38,10
2025-10-11,39,Happen To Me,Russell Dickerson,40,28,24
2025-10-11,40,Sorry I'm Here For Someone Else,Benson Boone,39,19,31
2025-10-11,41,Bar None,Jordan Davis,44,41,13
2025-10-11,42,Safe,Cardi B Featuring Kehlani,26,26,2
2025-10-11,43,ErrTime,Cardi B,65,43,2
2025-10-11,44,No Broke Boys,Disco Lines & Tinashe,41,39,12
2025-10-11,45,Revolving Door,Tate McRae,52,22,25
2025-10-11,46,Sugar On My Tongue,"Tyler, the Creator",55,41,11
2025-10-11,47,Worst Way,Riley Green,50,20,38
2025-10-11,48,Hell At Night,BigXthaPlug Featuring Ella Langley,49,35,8
2025-10-11,49,12 To 12,sombr,48,41,7
2025-10-11,50,Gabriela,KATSEYE,56,45,11
2025-10-11,51,House Again,Hudson Westbrook,58,51,24
2025-10-11,52,6 Months Later,Megan Moroney,62,30,15
2025-10-11,53,Heart Of Stone,Jelly Roll,64,53,7
2025-10-11,54,Wildflower,Billie Eilish,61,17,68
2025-10-11,55,Dracula,Tame Impala,0,55,1
2025-10-11,56,Gorgeous,Doja Cat,0,56,1
2025-10-11,57,Outside,Cardi B,42,10,15
2025-10-11,58,Somewhere Over Laredo,Lainey Wilson,59,54,13
2025-10-11,59,Pretty & Petty,Cardi B,43,43,2
2025-10-11,60,Magnet,Cardi B,37,37,2
2025-10-11,61,The Dead Dance,Lady Gaga,60,40,4
2025-10-11,62,Nobody's Son,Sabrina Carpenter,51,12,5
2025-10-11,63,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",68,50,13
2025-10-11,64,Shot Callin,YoungBoy Never Broke Again,84,64,3
2025-10-11,65,Just Keep Watching,Tate McRae,67,33,18
2025-10-11,66,Strategy,Twice,69,51,11
2025-10-11,67,Better Me For You (Brown Eyes),Max McNown,72,50,16
2025-10-11,68,Don't Mind If I Do,Riley Green Featuring Ella Langley,79,68,9
2025-10-11,69,Ninja,Young Thug,0,69,1
2025-10-11,70,Marlboro Rojo,Fuerza Regida,80,64,20
2025-10-11,71,Last One To Know,Gavin Adcock,74,71,7
2025-10-11,72,Is It A Crime,Mariah the Scientist & Kali Uchis,83,59,8
2025-10-11,73,Nice To Meet You,Myles Smith,82,73,17
2025-10-11,74,Eternity,Alex Warren,78,16,11
2025-10-11,75,wgft,Gunna Featuring Burna Boy,76,66,8
2025-10-11,76,Hello,Cardi B,46,46,2
2025-10-11,77,The Subway,Chappell Roan,75,3,9
2025-10-11,78,Sienna,The Marias,87,74,4
2025-10-11,79,Sparks,Coldplay,86,77,12
2025-10-11,80,Camera,Ed Sheeran,93,58,3
2025-10-11,81,Darlin',Chase Matthew,98,81,2
2025-10-11,82,Breakin' Dishes,Rihanna,89,82,3
2025-10-11,83,House Tour,Sabrina Carpenter,71,27,5
2025-10-11,84,20 Cigarettes,Morgan Wallen,91,20,20
2025-10-11,85,Went Legit,G Herbo,99,81,11
2025-10-11,86,The Fall,Cody Johnson,0,86,1
2025-10-11,87,Which One,Drake & Central Cee,96,23,10
2025-10-11,88,Dead,Cardi B Featuring Summer Walker,47,47,2
2025-10-11,89,Bodega Baddie,Cardi B,53,53,2
2025-10-11,90,Where Is My Husband!,RAYE,0,90,1
2025-10-11,91,Let Down,Radiohead,0,91,6
2025-10-11,92,What's Goin On,Cardi B Featuring Lizzo,63,63,2
2025-10-11,93,Pick It Up,Cardi B Featuring Selena Gomez,45,45,2
2025-10-11,94,What Kinda Man,Parker McCollum,0,94,3
2025-10-11,95,Gnarly,KATSEYE,0,90,9
2025-10-11,96,Voy A Llevarte Pa PR,Bad Bunny,0,17,12
2025-10-11,97,Nice To Each Other,Olivia Dean,0,97,1
2025-10-11,98,So Easy (To Fall In Love),Olivia Dean,0,98,1
2025-10-11,99,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YK NIECE",0,99,1
2025-10-11,100,What An Awesome God,Phil Wickham,0,100,1
2025-10-18,1,The Fate Of Ophelia,Taylor Swift,0,1,1
2025-10-18,2,Opalite,Taylor Swift,0,2,1
2025-10-18,3,Elizabeth Taylor,Taylor Swift,0,3,1
2025-10-18,4,Father Figure,Taylor Swift,0,4,1
2025-10-18,5,Wood,Taylor Swift,0,5,1
2025-10-18,6,Wi$h Li$t,Taylor Swift,0,6,1
2025-10-18,7,Actually Romantic,Taylor Swift,0,7,1
2025-10-18,8,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,0,8,1
2025-10-18,9,Eldest Daughter,Taylor Swift,0,9,1
2025-10-18,10,Cancelled!,Taylor Swift,0,10,1
2025-10-18,11,Ruin The Friendship,Taylor Swift,0,11,1
2025-10-18,12,Honey,Taylor Swift,0,12,1
2025-10-18,13,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,1,16
2025-10-18,14,Ordinary,Alex Warren,2,1,35
2025-10-18,15,Daisies,Justin Bieber,5,2,13
2025-10-18,16,I Got Better,Morgan Wallen,8,7,21
2025-10-18,17,Lose Control,Teddy Swims,6,1,112
2025-10-18,18,Mutt,Leon Thomas,11,11,36
2025-10-18,19,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",7,3,15
2025-10-18,20,Man I Need,Olivia Dean,12,12,7
2025-10-18,21,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",10,4,16
2025-10-18,22,Die With A Smile,Lady Gaga & Bruno Mars,13,1,60
2025-10-18,23,Tit For Tat,Tate McRae,3,3,2
2025-10-18,24,What I Want,Morgan Wallen Featuring Tate McRae,4,1,21
2025-10-18,25,Beautiful Things,Benson Boone,15,2,89
2025-10-18,26,Love Me Not,Ravyn Lenae,9,5,28
2025-10-18,27,Folded,Kehlani,18,18,17
2025-10-18,28,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,8,15
2025-10-18,29,Manchild,Sabrina Carpenter,14,1,18
2025-10-18,30,Back To Friends,sombr,22,22,28
2025-10-18,31,I'm The Problem,Morgan Wallen,25,2,36
2025-10-18,32,Tears,Sabrina Carpenter,24,3,6
2025-10-18,33,Just In Case,Morgan Wallen,19,2,29
2025-10-18,34,Good News,Shaboozey,23,12,46
2025-10-18,35,Mystical Magical,Benson Boone,26,17,24
2025-10-18,36,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",27,15,15
2025-10-18,37,Undressed,sombr,21,16,27
2025-10-18,38,Luther,Kendrick Lamar & SZA,28,1,46
2025-10-18,39,It Depends,Chris Brown Featuring Bryson Tiller,29,29,11
2025-10-18,40,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",30,21,15
2025-10-18,41,Free,"Rumi, JINU, EJAE & Andrew Choi",31,23,15
2025-10-18,42,Yukon,Justin Bieber,33,17,13
2025-10-18,43,Bar None,Jordan Davis,41,41,14
2025-10-18,44,Burning Blue,Mariah the Scientist,34,25,23
2025-10-18,45,Back In The Saddle,Luke Combs,38,38,11
2025-10-18,46,Sorry I'm Here For Someone Else,Benson Boone,40,19,32
2025-10-18,47,All The Way,BigXthaPlug Featuring Bailey Zimmerman,37,4,27
2025-10-18,48,Happen To Me,Russell Dickerson,39,28,25
2025-10-18,49,Revolving Door,Tate McRae,45,22,26
2025-10-18,50,No Broke Boys,Disco Lines & Tinashe,44,39,13
2025-10-18,51,When Did You Get Hot?,Sabrina Carpenter,35,17,6
2025-10-18,52,Sugar On My Tongue,"Tyler, the Creator",46,41,12
2025-10-18,53,Safe,Cardi B Featuring Kehlani,42,26,3
2025-10-18,54,Gabriela,KATSEYE,50,45,12
2025-10-18,55,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,32,32,16
2025-10-18,56,Jealous Type,Doja Cat,36,28,7
2025-10-18,57,12 To 12,sombr,49,41,8
2025-10-18,58,Hell At Night,BigXthaPlug Featuring Ella Langley,48,35,9
2025-10-18,59,House Again,Hudson Westbrook,51,51,25
2025-10-18,60,ErrTime,Cardi B,43,43,3
2025-10-18,61,6 Months Later,Megan Moroney,52,30,16
2025-10-18,62,Somewhere Over Laredo,Lainey Wilson,58,54,14
2025-10-18,63,Wildflower,Billie Eilish,54,17,69
2025-10-18,64,Heart Of Stone,Jelly Roll,53,53,8
2025-10-18,65,Shot Callin,YoungBoy Never Broke Again,64,64,4
2025-10-18,66,Is It A Crime,Mariah the Scientist & Kali Uchis,72,59,9
2025-10-18,67,Last One To Know,Gavin Adcock,71,67,8
2025-10-18,68,The Dead Dance,Lady Gaga,61,40,5
2025-10-18,69,Don't Mind If I Do,Riley Green Featuring Ella Langley,68,68,10
2025-10-18,70,Dracula,Tame Impala,55,55,2
2025-10-18,71,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",63,50,14
2025-10-18,72,Strategy,Twice,66,51,12
2025-10-18,73,Better Me For You (Brown Eyes),Max McNown,67,50,17
2025-10-18,74,Marlboro Rojo,Fuerza Regida,70,64,21
2025-10-18,75,Outside,Cardi B,57,10,16
2025-10-18,76,Nice To Meet You,Myles Smith,73,73,18
2025-10-18,77,wgft,Gunna Featuring Burna Boy,75,66,9
2025-10-18,78,Darlin',Chase Matthew,81,78,3
2025-10-18,79,Where Is My Husband!,RAYE,90,79,2
2025-10-18,80,Pretty & Petty,Cardi B,59,43,3
2025-10-18,81,Magnet,Cardi B,60,37,3
2025-10-18,82,Nobody's Son,Sabrina Carpenter,62,12,6
2025-10-18,83,Went Legit,G Herbo,85,81,12
2025-10-18,84,Sparks,Coldplay,79,77,13
2025-10-18,85,Just Keep Watching,Tate McRae,65,33,19
2025-10-18,86,Sienna,The Marias,78,74,5
2025-10-18,87,So Easy (To Fall In Love),Olivia Dean,98,87,2
2025-10-18,88,Wish,Diplo Featuring Trippie Redd,0,88,1
2025-10-18,89,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YK NIECE",99,89,2
2025-10-18,90,The Subway,Chappell Roan,77,3,10
2025-10-18,91,The Fall,Cody Johnson,86,86,2
2025-10-18,92,What You Is,YoungBoy Never Broke Again & Mellow Rackz,0,92,1
2025-10-18,93,Eternity,Alex Warren,74,16,12
2025-10-18,94,20 Cigarettes,Morgan Wallen,84,20,21
2025-10-18,95,Camera,Ed Sheeran,80,58,4
2025-10-18,96,Voy A Llevarte Pa PR,Bad Bunny,96,17,13
2025-10-18,97,What Kinda Man,Parker McCollum,94,94,4
2025-10-18,98,Let Down,Radiohead,91,91,7
2025-10-18,99,Breakin' Dishes,Rihanna,82,82,4
2025-10-18,100,Which One,Drake & Central Cee,87,23,11
2025-10-25,1,The Fate Of Ophelia,Taylor Swift,1,1,2
2025-10-25,2,Opalite,Taylor Swift,2,2,2
2025-10-25,3,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",13,1,17
2025-10-25,4,Ordinary,Alex Warren,14,1,36
2025-10-25,5,Elizabeth Taylor,Taylor Swift,3,3,2
2025-10-25,6,Father Figure,Taylor Swift,4,4,2
2025-10-25,7,Wi$h Li$t,Taylor Swift,6,6,2
2025-10-25,8,Wood,Taylor Swift,5,5,2
2025-10-25,9,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,8,8,2
2025-10-25,10,Actually Romantic,Taylor Swift,7,7,2
2025-10-25,11,Cancelled!,Taylor Swift,10,10,2
2025-10-25,12,Eldest Daughter,Taylor Swift,9,9,2
2025-10-25,13,Ruin The Friendship,Taylor Swift,11,11,2
2025-10-25,14,Honey,Taylor Swift,12,12,2
2025-10-25,15,Daisies,Justin Bieber,15,2,14
2025-10-25,16,I Got Better,Morgan Wallen,16,7,22
2025-10-25,17,Man I Need,Olivia Dean,20,12,8
2025-10-25,18,Mutt,Leon Thomas,18,11,37
2025-10-25,19,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",19,3,16
2025-10-25,20,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",21,4,17
2025-10-25,21,Folded,Kehlani,27,18,18
2025-10-25,22,What I Want,Morgan Wallen Featuring Tate McRae,24,1,22
2025-10-25,23,Love Me Not,Ravyn Lenae,26,5,29
2025-10-25,24,Back To Friends,sombr,30,22,29
2025-10-25,25,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",28,8,16
2025-10-25,26,Manchild,Sabrina Carpenter,29,1,19
2025-10-25,27,Tit For Tat,Tate McRae,23,3,3
2025-10-25,28,Mystical Magical,Benson Boone,35,17,25
2025-10-25,29,Tears,Sabrina Carpenter,32,3,7
2025-10-25,30,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",36,15,16
2025-10-25,31,It Depends,Chris Brown Featuring Bryson Tiller,39,29,12
2025-10-25,32,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",40,21,16
2025-10-25,33,Free,"Rumi, JINU, EJAE & Andrew Choi",41,23,16
2025-10-25,34,Back In The Saddle,Luke Combs,45,34,12
2025-10-25,35,Burning Blue,Mariah the Scientist,44,25,24
2025-10-25,36,Yukon,Justin Bieber,42,17,14
2025-10-25,37,Bar None,Jordan Davis,43,37,15
2025-10-25,38,Revolving Door,Tate McRae,49,22,27
2025-10-25,39,No Broke Boys,Disco Lines & Tinashe,50,39,14
2025-10-25,40,Happen To Me,Russell Dickerson,48,28,26
2025-10-25,41,Gabriela,KATSEYE,54,41,13
2025-10-25,42,Sugar On My Tongue,"Tyler, the Creator",52,41,13
2025-10-25,43,12 To 12,sombr,57,41,9
2025-10-25,44,Shot Callin,YoungBoy Never Broke Again,65,44,5
2025-10-25,45,Jealous Type,Doja Cat,56,28,8
2025-10-25,46,6 Months Later,Megan Moroney,61,30,17
2025-10-25,47,House Again,Hudson Westbrook,59,47,26
2025-10-25,48,Safe,Cardi B Featuring Kehlani,53,26,4
2025-10-25,49,Hell At Night,BigXthaPlug Featuring Ella Langley,58,35,10
2025-10-25,50,Wildflower,Billie Eilish,63,17,70
2025-10-25,51,Somewhere Over Laredo,Lainey Wilson,62,51,15
2025-10-25,52,When Did You Get Hot?,Sabrina Carpenter,51,17,7
2025-10-25,53,So Easy (To Fall In Love),Olivia Dean,87,53,3
2025-10-25,54,Last One To Know,Gavin Adcock,67,54,9
2025-10-25,55,Is It A Crime,Mariah the Scientist & Kali Uchis,66,55,10
2025-10-25,56,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,55,32,17
2025-10-25,57,The Dead Dance,Lady Gaga,68,40,6
2025-10-25,58,Don't Mind If I Do,Riley Green Featuring Ella Langley,69,58,11
2025-10-25,59,Dracula,Tame Impala,70,55,3
2025-10-25,60,Heart Of Stone,Jelly Roll,64,53,9
2025-10-25,61,Better Me For You (Brown Eyes),Max McNown,73,50,18
2025-10-25,62,wgft,Gunna Featuring Burna Boy,77,62,10
2025-10-25,63,Strategy,Twice,72,51,13
2025-10-25,64,Darlin',Chase Matthew,78,64,4
2025-10-25,65,Nice To Meet You,Myles Smith,76,65,19
2025-10-25,66,Part Of Me,A Boogie wit da Hoodie,0,66,1
2025-10-25,67,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",71,50,15
2025-10-25,68,Leavin,Rod Wave,0,68,1
2025-10-25,69,ErrTime,Cardi B,60,43,4
2025-10-25,70,Where Is My Husband!,RAYE,79,70,3
2025-10-25,71,Maui Wowie,Kid Cudi,0,71,1
2025-10-25,72,Eyes Closed,JISOO & ZAYN,0,72,1
2025-10-25,73,Went Legit,G Herbo,83,73,13
2025-10-25,74,Sparks,Coldplay,84,74,14
2025-10-25,75,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YK NIECE",89,75,3
2025-10-25,76,What You Is,YoungBoy Never Broke Again & Mellow Rackz,92,76,2
2025-10-25,77,Just Keep Watching,Tate McRae,85,33,20
2025-10-25,78,The Fall,Cody Johnson,91,78,3
2025-10-25,79,Holy Water,Marshmello x Jelly Roll,0,79,4
2025-10-25,80,Camera,Ed Sheeran,95,58,5
2025-10-25,81,Sienna,The Marias,86,74,6
2025-10-25,82,The Subway,Chappell Roan,90,3,11
2025-10-25,83,Wish,Diplo Featuring Trippie Redd,88,83,2
2025-10-25,84,What Kinda Man,Parker McCollum,97,84,5
2025-10-25,85,Eternity,Alex Warren,93,16,13
2025-10-25,86,Outside,Cardi B,75,10,17
2025-10-25,87,Nobody's Son,Sabrina Carpenter,82,12,7
2025-10-25,88,Amen,Shaboozey & Jelly Roll,0,56,23
2025-10-25,89,20 Cigarettes,Morgan Wallen,94,20,22
2025-10-25,90,Pixelated Kisses,Joji,0,90,1
2025-10-25,91,Breakin' Dishes,Rihanna,99,82,5
2025-10-25,92,Let Down,Radiohead,98,91,8
2025-10-25,93,Days Like These,Luke Combs,0,93,1
2025-10-25,94,Pretty & Petty,Cardi B,80,43,4
2025-10-25,95,Which One,Drake & Central Cee,100,23,12
2025-10-25,96,What An Awesome God,Phil Wickham,0,96,2
2025-10-25,97,She Ready,Key Glock,0,91,4
2025-10-25,98,Gnarly,KATSEYE,0,90,10
2025-10-25,99,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",0,44,19
2025-10-25,100,Magnet,Cardi B,81,37,4
2025-11-01,1,The Fate Of Ophelia,Taylor Swift,1,1,3
2025-11-01,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",3,1,18
2025-11-01,3,Ordinary,Alex Warren,4,1,37
2025-11-01,4,Opalite,Taylor Swift,2,2,3
2025-11-01,5,Elizabeth Taylor,Taylor Swift,5,3,3
2025-11-01,6,Father Figure,Taylor Swift,6,4,3
2025-11-01,7,Daisies,Justin Bieber,15,2,15
2025-11-01,8,Man I Need,Olivia Dean,17,8,9
2025-11-01,9,I Got Better,Morgan Wallen,16,7,23
2025-11-01,10,Mutt,Leon Thomas,18,10,38
2025-11-01,11,Wi$h Li$t,Taylor Swift,7,6,3
2025-11-01,12,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,9,8,3
2025-11-01,13,Wood,Taylor Swift,8,5,3
2025-11-01,14,Folded,Kehlani,21,14,19
2025-11-01,15,Actually Romantic,Taylor Swift,10,7,3
2025-11-01,16,It Depends,Chris Brown Featuring Bryson Tiller,31,16,13
2025-11-01,17,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",20,4,18
2025-11-01,18,Back To Friends,sombr,24,18,30
2025-11-01,19,Cancelled!,Taylor Swift,11,10,3
2025-11-01,20,Eldest Daughter,Taylor Swift,12,9,3
2025-11-01,21,What I Want,Morgan Wallen Featuring Tate McRae,22,1,23
2025-11-01,22,Ruin The Friendship,Taylor Swift,13,11,3
2025-11-01,23,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",19,3,17
2025-11-01,24,Love Me Not,Ravyn Lenae,23,5,30
2025-11-01,25,Manchild,Sabrina Carpenter,26,1,20
2025-11-01,26,Honey,Taylor Swift,14,12,3
2025-11-01,27,Tears,Sabrina Carpenter,29,3,8
2025-11-01,28,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",25,8,17
2025-11-01,29,Tit For Tat,Tate McRae,27,3,4
2025-11-01,30,Mystical Magical,Benson Boone,28,17,26
2025-11-01,31,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",30,15,17
2025-11-01,32,Back In The Saddle,Luke Combs,34,32,13
2025-11-01,33,Dracula,Tame Impala,59,33,4
2025-11-01,34,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",32,21,17
2025-11-01,35,Free,"Rumi, JINU, EJAE & Andrew Choi",33,23,17
2025-11-01,36,Yukon,Justin Bieber,36,17,15
2025-11-01,37,Burning Blue,Mariah the Scientist,35,25,25
2025-11-01,38,Pixelated Kisses,Joji,90,38,2
2025-11-01,39,Choosin' Texas,Ella Langley,0,39,1
2025-11-01,40,Gabriela,KATSEYE,41,40,14
2025-11-01,41,Happen To Me,Russell Dickerson,40,28,27
2025-11-01,42,No Broke Boys,Disco Lines & Tinashe,39,39,15
2025-11-01,43,Shot Callin,YoungBoy Never Broke Again,44,43,6
2025-11-01,44,So Easy (To Fall In Love),Olivia Dean,53,44,4
2025-11-01,45,When Did You Get Hot?,Sabrina Carpenter,52,17,8
2025-11-01,46,12 To 12,sombr,43,41,10
2025-11-01,47,Wildflower,Billie Eilish,50,17,71
2025-11-01,48,6 Months Later,Megan Moroney,46,30,18
2025-11-01,49,Graveyard Whistling,Morgan Wallen,0,49,1
2025-11-01,50,Hell At Night,BigXthaPlug Featuring Ella Langley,49,35,11
2025-11-01,51,Sugar On My Tongue,"Tyler, the Creator",42,41,14
2025-11-01,52,Somewhere Over Laredo,Lainey Wilson,51,51,16
2025-11-01,53,Jealous Type,Doja Cat,45,28,9
2025-11-01,54,Don't Mind If I Do,Riley Green Featuring Ella Langley,58,54,12
2025-11-01,55,House Again,Hudson Westbrook,47,47,27
2025-11-01,56,My Old Ways,Tame Impala,0,56,1
2025-11-01,57,Safe,Cardi B Featuring Kehlani,48,26,5
2025-11-01,58,Is It A Crime,Mariah the Scientist & Kali Uchis,55,55,11
2025-11-01,59,wgft,Gunna Featuring Burna Boy,62,59,11
2025-11-01,60,The Dead Dance,Lady Gaga,57,40,7
2025-11-01,61,Darlin',Chase Matthew,64,61,5
2025-11-01,62,Nice To Meet You,Myles Smith,65,62,20
2025-11-01,63,Leavin,Rod Wave,68,63,2
2025-11-01,64,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,56,32,18
2025-11-01,65,Last One To Know,Gavin Adcock,54,54,10
2025-11-01,66,Better Me For You (Brown Eyes),Max McNown,61,50,19
2025-11-01,67,Where Is My Husband!,RAYE,70,67,4
2025-11-01,68,The Subway,Chappell Roan,82,3,12
2025-11-01,69,Strategy,Twice,63,51,14
2025-11-01,70,Heart Of Stone,Jelly Roll,60,53,10
2025-11-01,71,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YK NIECE",75,71,4
2025-11-01,72,Bar None,Jordan Davis,37,37,16
2025-11-01,73,Went Legit,G Herbo,73,73,14
2025-11-01,74,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",67,50,16
2025-11-01,75,What You Is,YoungBoy Never Broke Again & Mellow Rackz,76,75,3
2025-11-01,76,Maui Wowie,Kid Cudi,71,71,2
2025-11-01,77,The Fall,Cody Johnson,78,77,4
2025-11-01,78,Camera,Ed Sheeran,80,58,6
2025-11-01,79,Wish,Diplo Featuring Trippie Redd,83,79,3
