Age,Gender,Education Level,Job Title,Years of Experience,Salary,
43,Male,PhD,Senior Project Engineer,13,185000,FALSE
35,Male,Bachelor's Degree,Back end Developer,8,140000,FALSE
29,Female,Master's Degree,Back end Developer,3,90000,FALSE
40,Female,PhD,Senior Software Engineer,12,160000,FALSE
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000,FALSE
41,Male,PhD,Senior Project Engineer,13,185000,FALSE
30,Male,Master's Degree,Full Stack Engineer,5,105000,FALSE
33,Male,Bachelor's Degree,Front end Developer,6,110000,FALSE
55,Male,PhD,Software Engineer Manager,18,210000,FALSE
26,Female,Master's Degree,Front end Developer,1,55000,FALSE
47,Male,PhD,Senior Project Engineer,16,190000,FALSE
44,Female,PhD,Software Engineer Manager,11,165000,FALSE
30,Male,Master's Degree,Full Stack Engineer,5,105000,FALSE
39,Female,Master's Degree,Senior Software Engineer,11,160000,FALSE
32,Male,Bachelor's Degree,Front end Developer,6,110000,FALSE
50,Male,PhD,Software Engineer Manager,17,195000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,85000,FALSE
46,Male,PhD,Senior Project Engineer,14,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
43,Male,PhD,Senior Project Engineer,13,185000,FALSE
35,Male,Bachelor's Degree,Back end Developer,8,140000,FALSE
29,Female,Master's Degree,Back end Developer,3,90000,FALSE
40,Female,PhD,Senior Software Engineer,12,160000,FALSE
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000,FALSE
41,Male,PhD,Senior Project Engineer,13,185000,FALSE
30,Male,Master's Degree,Full Stack Engineer,5,105000,FALSE
33,Male,Bachelor's Degree,Front end Developer,6,110000,FALSE
55,Male,PhD,Software Engineer Manager,18,210000,FALSE
26,Female,Master's Degree,Front end Developer,1,55000,FALSE
47,Male,PhD,Senior Project Engineer,16,190000,FALSE
44,Female,PhD,Software Engineer Manager,11,165000,FALSE
30,Male,Master's Degree,Full Stack Engineer,5,105000,FALSE
39,Female,Master's Degree,Senior Software Engineer,11,160000,FALSE
32,Male,Bachelor's Degree,Front end Developer,6,110000,FALSE
50,Male,PhD,Software Engineer Manager,17,195000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,85000,FALSE
46,Male,PhD,Senior Project Engineer,14,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
43,Male,PhD,Senior Project Engineer,13,185000,FALSE
35,Male,Bachelor's Degree,Back end Developer,8,140000,FALSE
29,Female,Master's Degree,Back end Developer,3,90000,FALSE
40,Female,PhD,Senior Software Engineer,12,160000,FALSE
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000,FALSE
41,Male,PhD,Senior Project Engineer,13,185000,FALSE
30,Male,Master's Degree,Full Stack Engineer,5,105000,FALSE
33,Male,Bachelor's Degree,Front end Developer,6,110000,FALSE
55,Male,PhD,Software Engineer Manager,18,210000,FALSE
26,Female,Master's Degree,Front end Developer,1,55000,FALSE
47,Male,PhD,Senior Project Engineer,16,190000,FALSE
44,Female,PhD,Software Engineer Manager,11,165000,FALSE
30,Male,Master's Degree,Full Stack Engineer,5,105000,FALSE
39,Female,Master's Degree,Senior Software Engineer,11,160000,FALSE
32,Male,Bachelor's Degree,Front end Developer,6,110000,FALSE
50,Male,PhD,Software Engineer Manager,17,195000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,85000,FALSE
46,Male,PhD,Senior Project Engineer,14,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
43,Male,PhD,Senior Project Engineer,13,185000,FALSE
35,Male,Bachelor's Degree,Back end Developer,8,140000,FALSE
29,Female,Master's Degree,Back end Developer,3,90000,FALSE
40,Female,PhD,Senior Software Engineer,12,160000,FALSE
35,Male,Bachelor's Degree,Full Stack Engineer,8,145000,FALSE
41,Male,PhD,Senior Project Engineer,13,185000,FALSE
30,Male,Master's Degree,Full Stack Engineer,5,105000,FALSE
33,Male,Bachelor's Degree,Front end Developer,6,110000,FALSE
55,Male,PhD,Software Engineer Manager,18,210000,FALSE
31,Male,Bachelor's Degree,Front end Developer,6,115000,FALSE
42,Female,Master's Degree,Software Engineer Manager,13,170000,FALSE
27,Female,Bachelor's Degree,Back end Developer,3,80000,FALSE
51,Male,PhD,Senior Project Engineer,19,200000,FALSE
34,Female,Master's Degree,Full Stack Engineer,7,130000,FALSE
38,Male,Bachelor's Degree,Software Engineer Manager,11,155000,FALSE
29,Male,Bachelor's Degree,Front end Developer,5,105000,FALSE
43,Female,PhD,Senior Project Engineer,14,190000,FALSE
36,Male,Master's Degree,Back end Developer,8,140000,FALSE
48,Male,PhD,Software Engineer Manager,16,185000,FALSE
35,Female,Bachelor's Degree,Full Stack Engineer,8,145000,FALSE
30,Female,Master's Degree,Front end Developer,4,90000,FALSE
50,Male,PhD,Senior Project Engineer,18,195000,FALSE
29,Male,Bachelor's Degree,Back end Developer,4,95000,FALSE
41,Male,Master's Degree,Software Engineer Manager,13,170000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Senior Project Engineer,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
25,Female,Bachelor's Degree,Front end Developer,1,55000,FALSE
42,Male,PhD,Software Engineer Manager,14,190000,FALSE
31,Male,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
49,Female,PhD,Senior Project Engineer,17,195000,FALSE
36,Male,Master's Degree,Back end Developer,9,150000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Software Engineer Manager,16,185000,FALSE
28,Female,Bachelor's Degree,Front end Developer,2,65000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
46,Male,PhD,Senior Project Engineer,15,180000,FALSE
29,Male,Bachelor's Degree,Front end Developer,4,90000,FALSE
40,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
27,Female,Bachelor's Degree,Back end Developer,3,80000,FALSE
50,Male,PhD,Senior Project Engineer,18,195000,FALSE
33,Female,Master's Degree,Full Stack Engineer,6,115000,FALSE
37,Male,Bachelor's Degree,Software Engineer Manager,10,150000,FALSE
28,Male,Bachelor's Degree,Front end Developer,2,65000,FALSE
44,Female,PhD,Senior Project Engineer,14,190000,FALSE
35,Male,Master's Degree,Back end Developer,8,140000,FALSE
47,Male,PhD,Software Engineer Manager,16,185000,FALSE
34,Female,Bachelor's Degree,Full Stack Engineer,7,130000,FALSE
31,Female,Master's Degree,Front end Developer,5,105000,FALSE
51,Male,PhD,Senior Project Engineer,19,200000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
42,Male,Master's Degree,Software Engineer Manager,13,170000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Senior Project Engineer,16,185000,FALSE
29,Female,Bachelor's Degree,Front end Developer,4,90000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,80000,FALSE
49,Male,PhD,Senior Project Engineer,17,195000,FALSE
32,Female,Master's Degree,Full Stack Engineer,6,115000,FALSE
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,FALSE
27,Male,Bachelor's Degree,Front end Developer,2,65000,FALSE
43,Female,PhD,Senior Project Engineer,14,190000,FALSE
34,Male,Master's Degree,Back end Developer,8,140000,FALSE
46,Male,PhD,Software Engineer Manager,16,185000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,FALSE
30,Female,Master's Degree,Front end Developer,5,105000,FALSE
50,Male,PhD,Senior Project Engineer,19,200000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
42,Male,Master's Degree,Software Engineer Manager,13,170000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Senior Project Engineer,16,185000,FALSE
29,Female,Bachelor's Degree,Front end Developer,4,90000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,80000,FALSE
49,Male,PhD,Senior Project Engineer,17,195000,FALSE
32,Female,Master's Degree,Full Stack Engineer,6,115000,FALSE
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,FALSE
27,Male,Bachelor's Degree,Front end Developer,2,65000,FALSE
43,Female,PhD,Senior Project Engineer,14,190000,FALSE
34,Male,Master's Degree,Back end Developer,8,140000,FALSE
46,Male,PhD,Software Engineer Manager,16,185000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,FALSE
30,Female,Master's Degree,Front end Developer,5,105000,FALSE
50,Male,PhD,Senior Project Engineer,19,200000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
42,Male,Master's Degree,Software Engineer Manager,13,170000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Senior Project Engineer,16,185000,FALSE
29,Female,Bachelor's Degree,Front end Developer,4,90000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,80000,FALSE
49,Male,PhD,Senior Project Engineer,17,195000,FALSE
32,Female,Master's Degree,Full Stack Engineer,6,115000,FALSE
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,FALSE
27,Male,Bachelor's Degree,Front end Developer,2,65000,FALSE
43,Female,PhD,Senior Project Engineer,14,190000,FALSE
34,Male,Master's Degree,Back end Developer,8,140000,FALSE
46,Male,PhD,Software Engineer Manager,16,185000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,FALSE
30,Female,Master's Degree,Front end Developer,5,105000,FALSE
50,Male,PhD,Senior Project Engineer,19,200000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
42,Male,Master's Degree,Software Engineer Manager,13,170000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Senior Project Engineer,16,185000,FALSE
29,Female,Bachelor's Degree,Front end Developer,4,90000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,80000,FALSE
49,Male,PhD,Senior Project Engineer,17,195000,FALSE
32,Female,Master's Degree,Full Stack Engineer,6,115000,FALSE
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,FALSE
27,Male,Bachelor's Degree,Front end Developer,2,65000,FALSE
43,Female,PhD,Senior Project Engineer,14,190000,FALSE
34,Male,Master's Degree,Back end Developer,8,140000,FALSE
46,Male,PhD,Software Engineer Manager,16,185000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,FALSE
30,Female,Master's Degree,Front end Developer,5,105000,FALSE
50,Male,PhD,Senior Project Engineer,19,200000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
42,Male,Master's Degree,Software Engineer Manager,13,170000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Senior Project Engineer,16,185000,FALSE
29,Female,Bachelor's Degree,Front end Developer,4,90000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,80000,FALSE
49,Male,PhD,Senior Project Engineer,17,195000,FALSE
32,Female,Master's Degree,Full Stack Engineer,6,115000,FALSE
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,FALSE
27,Male,Bachelor's Degree,Front end Developer,2,65000,FALSE
43,Female,PhD,Senior Project Engineer,14,190000,FALSE
34,Male,Master's Degree,Back end Developer,8,140000,FALSE
46,Male,PhD,Software Engineer Manager,16,185000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,FALSE
30,Female,Master's Degree,Front end Developer,5,105000,FALSE
50,Male,PhD,Senior Project Engineer,19,200000,FALSE
30,Male,Bachelor's Degree,Back end Developer,5,100000,FALSE
42,Male,Master's Degree,Software Engineer Manager,13,170000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,6,115000,FALSE
45,Male,PhD,Senior Project Engineer,16,185000,FALSE
29,Female,Bachelor's Degree,Front end Developer,4,90000,FALSE
39,Female,Master's Degree,Software Engineer Manager,12,160000,FALSE
27,Male,Bachelor's Degree,Back end Developer,3,80000,FALSE
49,Male,PhD,Senior Project Engineer,17,195000,FALSE
32,Female,Master's Degree,Full Stack Engineer,6,115000,FALSE
36,Male,Bachelor's Degree,Software Engineer Manager,8,135000,FALSE
27,Male,Bachelor's Degree,Front end Developer,2,65000,FALSE
43,Female,PhD,Senior Project Engineer,14,190000,FALSE
34,Male,Master's Degree,Back end Developer,8,140000,FALSE
46,Male,PhD,Software Engineer Manager,16,185000,FALSE
33,Female,Bachelor's Degree,Full Stack Engineer,7,130000,FALSE
30,Female,Master's Degree,Front end Developer,5,105000,FALSE
